,Property_Area,Frequency_of_Powercuts,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Crime_Rate_equivalent,Water_Supply_equivalent,Dust_and_Noise_equivalent,Property_Type_equivalent,Power_Backup_equivalent
11700,1940,1.0,6.28,115.0,3.83,50,2.0,20,4,0.0
11701,1146,2.0,6.68,119.0,3.51,50,1.0,20,4,0.0
11702,2140,0.0,7.41,146.0,4.41,50,2.0,20,4,0.0
11703,851,0.0,6.21,158.0,3.77,50,3.0,20,2,1.0
11704,586,0.0,7.09,129.0,4.75,50,1.0,20,5,0.0
11705,3519,0.0,4.82,93.0,4.81,50,1.0,20,6,0.0
11706,2485,0.0,7.22,92.0,2.28,25,1.5,15,1,1.0
11707,500,0.0,5.74,101.0,3.22,40,3.0,20,5,0.0
11708,542,0.0,4.3,87.0,4.19,50,2.0,20,2,0.0
11709,327,0.0,7.22,118.0,4.45,50,2.0,20,2,0.0
11710,1323,0.0,7.53,145.0,4.72,50,1.0,20,4,0.0
11711,2148,0.0,6.26,130.0,4.12,40,1.0,15,4,0.0
11712,607,2.0,7.71,143.0,3.47,50,1.0,20,2,0.0
11713,691,0.0,5.02,113.0,4.78,50,1.0,20,5,0.0
11714,1865,0.0,4.58,100.0,3.54,40,2.0,20,4,1.0
11715,775,0.0,7.99,126.0,3.49,20,1.0,20,2,1.0
11716,746,0.0,6.87,105.0,4.78,50,1.0,20,2,0.0
11717,1850,0.0,5.03,749.0,4.17,25,1.5,15,1,1.0
11718,640,0.0,6.13,149.0,4.1,50,2.0,20,2,1.0
11719,1651,0.0,7.25,134.0,4.74,25,1.5,15,1,1.0
11720,1235,0.0,7.33,141.0,2.53,10,2.0,20,4,0.0
11721,281,0.0,7.16,81.0,3.55,20,1.0,20,2,0.0
11722,3176,0.0,5.28,94.0,4.17,40,1.0,20,6,0.0
11723,120,1.0,6.72,146.0,4.1,50,1.0,20,2,0.0
11724,3752,0.0,6.11,106.0,4.78,50,1.0,20,6,0.0
11725,812,0.0,5.6,117.0,2.57,20,3.0,20,2,0.0
11726,1910,0.0,5.22,89.0,3.24,25,1.5,15,1,1.0
11727,662,1.0,5.95,82.0,3.24,25,1.5,15,1,1.0
11728,1160,2.0,6.29,125.0,3.5,50,1.0,20,5,0.0
11729,232,0.0,6.15,111.0,4.15,40,1.0,20,1,0.0
11730,2143,0.0,5.16,81.0,4.19,50,2.0,20,4,0.0
11731,3926,1.0,5.02,80.0,3.88,50,2.0,20,6,0.0
11732,527,2.0,6.37,164.0,3.45,50,1.0,20,5,1.0
11733,210,0.0,5.17,88.0,4.18,25,1.5,15,1,1.0
11734,690,0.0,6.08,157.0,4.72,50,1.0,20,5,1.0
11735,208,0.0,5.54,114.0,4.15,40,1.0,20,1,0.0
11736,592,0.0,8.61,144.0,3.09,20,2.0,30,2,0.0
11737,1487,1.0,5.64,80.0,2.93,20,1.0,20,4,0.0
11738,1010,0.0,6.18,112.0,4.21,40,1.0,10,5,1.0
11739,804,2.0,4.36,111.0,1.96,40,3.0,20,2,0.0
11740,1418,0.0,7.0,88.0,3.86,50,3.0,20,4,0.0
11741,2355,1.0,5.7,108.0,3.53,40,1.0,20,6,0.0
11742,337,3.0,6.55,140.0,2.23,50,2.0,20,1,0.0
11743,634,0.0,6.62,138.0,3.8,50,3.0,20,2,0.0
11744,2178,2.0,6.87,168.0,2.5,40,2.0,20,4,0.0
11745,819,0.0,8.04,142.0,3.72,50,3.0,30,2,0.0
11746,287,0.0,4.27,96.0,4.81,50,1.0,20,1,0.0
11747,632,0.0,5.03,88.0,4.18,50,2.0,20,5,1.0
11748,2028,0.0,5.49,92.0,3.86,40,2.0,20,4,1.0
11749,585,0.0,6.33,162.0,4.08,25,1.5,15,1,1.0
11750,2047,1.0,6.9,128.0,2.87,40,2.0,20,4,0.0
11751,242,1.0,8.06,127.0,2.8,20,1.0,30,1,0.0
11752,131,0.0,5.19,86.0,3.87,40,2.0,20,2,0.0
11753,325,0.0,6.28,132.0,4.43,50,2.0,20,2,1.0
11754,3855,0.0,6.91,159.0,4.77,50,1.0,10,6,0.0
11755,610,0.0,5.79,110.0,4.78,25,1.5,15,1,1.0
11756,673,0.0,8.14,192.0,3.97,25,1.5,15,1,1.0
11757,2142,0.0,4.96,117.0,3.21,20,2.0,20,4,0.0
11758,3477,0.0,6.11,133.0,4.12,50,2.0,20,6,0.0
11759,896,0.0,5.82,81.0,4.82,50,1.0,20,2,1.0
11760,488,2.0,5.89,97.0,3.54,50,1.0,20,2,1.0
11761,1277,0.0,7.28,139.0,3.79,50,3.0,20,5,0.0
11762,1443,0.0,6.61,95.0,4.17,40,1.0,20,4,1.0
11763,1396,1.0,6.19,129.0,2.87,20,1.0,20,4,0.0
11764,776,0.0,7.43,91.0,4.79,50,1.0,20,5,0.0
11765,3352,0.0,7.14,91.0,3.85,25,1.5,15,1,1.0
11766,20529,1.0,7.27,130.0,3.8,50,2.0,20,2,0.0
11767,1114,2.0,7.03,159.0,2.2,20,1.0,20,5,1.0
11768,4086,0.0,6.74,118.0,2.5,10,2.0,30,6,0.0
11769,1135,0.0,4.45,102.0,4.17,40,1.0,20,5,0.0
11770,2369,0.0,5.56,110.0,3.84,40,2.0,20,6,0.0
11771,1628,0.0,6.68,134.0,4.74,50,1.0,20,4,0.0
11772,2260,1.0,7.43,111.0,3.83,50,2.0,20,4,1.0
11773,1016,1.0,6.7,134.0,2.55,20,2.0,20,5,0.0
11774,862,0.0,7.49,162.0,3.76,40,2.0,20,2,0.0
11775,3642,0.0,5.8,108.0,4.78,50,1.0,20,6,0.5
11776,905,0.0,7.35,116.0,4.76,50,1.0,20,3,0.0
11777,1442,0.0,7.59,120.0,4.44,50,2.0,20,4,0.0
11778,3062,0.0,7.33,142.0,3.16,20,2.0,20,6,0.0
11779,527,0.0,8.16,137.0,3.41,20,1.0,30,2,0.0
11780,223,1.0,8.17,155.0,1.82,20,3.0,30,2,0.0
11781,456,0.0,1.36,22.0,4.98,50,1.0,10,1,0.0
11782,225,0.0,6.62,85.0,4.18,50,2.0,20,2,0.0
11783,550,0.0,7.47,88.0,4.48,50,2.0,20,2,1.0
11784,17836,1.0,8.0,172.0,4.0,50,1.0,30,2,0.0
11785,2129,0.0,3.09,256.0,3.03,20,2.0,10,4,0.0
11786,1722,0.0,7.27,121.0,4.76,50,1.0,20,4,0.0
11787,897,3.0,7.5,133.0,2.86,50,1.0,20,2,0.0
11788,625,1.0,3.53,97.0,3.93,50,2.0,10,2,0.0
11789,9823,0.0,6.56,143.0,1.91,10,3.0,20,4,1.0
11790,500,0.0,7.64,152.0,4.4,50,2.0,20,2,0.0
11791,380,0.0,8.12,128.0,3.11,20,2.0,30,1,0.0
11792,1585,1.0,6.39,136.0,1.29,10,3.0,20,4,0.0
11793,979,0.0,6.78,126.0,3.18,40,2.0,20,5,1.0
11794,1563,0.0,6.46,132.0,4.12,40,1.0,20,4,0.0
11795,854,0.0,6.11,110.0,4.78,50,1.0,20,2,0.5
11796,732,0.0,6.93,117.0,4.83,50,1.0,10,2,0.0
11797,319,0.0,7.6,165.0,2.82,40,2.0,20,2,0.0
11798,1304,0.0,4.77,110.0,4.16,40,1.0,20,4,0.0
11799,1363,0.0,5.15,112.0,3.21,20,2.0,20,4,0.0
11800,2029,0.0,5.79,89.0,3.55,40,2.0,20,4,0.0
11801,3987,0.0,8.59,139.0,2.47,10,2.0,30,6,0.5
11802,576,0.0,5.38,84.0,3.25,20,2.0,20,2,0.0
11803,1155,0.0,5.77,118.0,4.77,50,1.0,20,4,0.0
11804,602,0.0,6.82,95.0,4.16,50,1.0,20,2,0.0
11805,1216,1.0,7.39,140.0,3.48,50,2.0,20,5,0.0
11806,1122,3.0,6.26,132.0,2.87,50,1.0,20,4,0.0
11807,1481,0.0,7.91,86.0,4.8,50,1.0,20,4,0.0
11808,719,0.0,6.77,113.0,4.77,50,1.0,20,2,0.0
11809,1400,0.0,6.06,130.0,4.12,50,1.0,20,4,0.0
11810,2036,0.0,6.93,124.0,4.13,25,1.5,15,1,1.0
11811,994,0.0,2.85,66.0,3.66,25,1.5,15,1,1.0
11812,1118,0.0,6.92,134.0,4.11,50,2.0,20,5,1.0
11813,2027,3.0,5.87,101.0,2.28,40,1.0,20,6,0.0
11814,934,0.0,5.73,113.0,3.21,20,2.0,20,2,1.0
11815,814,0.0,4.48,117.0,2.9,20,2.0,20,2,1.0
11816,287,0.0,6.64,83.0,4.81,50,1.0,20,1,0.0
11817,106,1.0,4.87,97.0,4.17,50,1.0,20,2,0.0
11818,501,2.0,4.32,91.0,3.24,50,2.0,20,2,0.0
11819,3352,1.0,6.97,116.0,2.25,25,1.5,15,1,1.0
11820,1254,0.0,6.45,99.0,4.16,40,1.0,20,5,0.0
11821,560,0.0,5.58,81.0,3.56,20,1.0,20,2,0.0
11822,615,0.0,7.3,103.0,4.46,25,1.5,15,1,1.0
11823,636,1.0,6.39,162.0,2.83,20,1.0,20,2,0.0
11824,2224,0.0,5.73,99.0,4.17,40,1.0,20,4,1.0
11825,100,1.0,4.63,89.0,2.93,20,1.0,20,2,0.0
11826,761,0.0,6.57,134.0,4.74,50,1.0,20,5,0.0
11827,956,0.0,5.9,115.0,4.14,50,2.0,20,2,0.0
11828,981,1.0,5.57,108.0,3.21,25,1.5,15,1,1.0
11829,1445,0.0,5.81,118.0,4.14,50,2.0,20,4,0.0
11830,673,3.0,6.87,112.0,2.26,50,2.0,20,2,0.0
11831,188,0.0,4.13,103.0,4.48,50,2.0,20,2,0.0
11832,724,0.0,6.21,109.0,3.52,20,1.0,20,5,1.0
11833,743,1.0,6.56,88.0,4.17,50,1.0,20,2,0.0
11834,1378,1.0,5.41,106.0,3.22,25,1.5,15,1,1.0
11835,2083,0.0,7.1,97.0,4.79,50,1.0,20,4,1.0
11836,2055,1.0,6.83,129.0,2.55,20,2.0,20,6,0.0
11837,740,1.0,6.01,89.0,1.98,10,2.0,20,2,0.0
11838,237,1.0,6.3,111.0,1.64,10,2.0,20,1,0.0
11839,1123,2.0,6.4,104.0,1.64,10,1.0,20,5,1.0
11840,395,0.0,6.9,120.0,4.13,25,1.5,15,1,1.0
11841,357,1.0,7.88,93.0,2.28,10,1.0,20,2,0.0
11842,1064,1.0,6.87,92.0,1.97,20,3.0,20,5,0.0
11843,130,0.0,6.9,112.0,4.83,50,1.0,10,2,0.0
11844,531,3.0,6.49,130.0,1.93,50,3.0,20,2,1.0
11845,1141,1.0,6.25,120.0,2.88,25,1.5,15,1,1.0
11846,475,0.0,7.05,148.0,4.1,50,2.0,20,2,0.0
11847,461,0.0,5.42,111.0,3.84,40,2.0,20,2,0.0
11848,312,0.0,6.34,120.0,4.76,50,1.0,20,2,0.0
11849,155,0.0,6.65,125.0,4.75,25,1.5,15,1,1.0
11850,579,2.0,7.02,142.0,3.48,50,1.0,20,2,0.0
11851,549,0.0,4.28,114.0,3.53,40,2.0,20,2,0.0
11852,282,0.0,7.82,161.0,3.13,20,2.0,20,3,1.0
11853,2060,1.0,6.3,99.0,3.22,40,2.0,20,4,0.0
11854,2092,0.0,5.28,87.0,2.61,20,3.0,20,4,0.0
11855,780,0.0,6.28,117.0,2.88,10,1.0,15,2,0.0
11856,3072,0.0,7.44,141.0,3.79,40,2.0,20,6,0.0
11857,2016,0.0,4.89,111.0,4.16,40,1.0,20,4,0.0
11858,414,0.0,7.38,152.0,4.72,50,1.0,20,1,0.0
11859,317,1.0,8.19,154.0,2.45,20,2.0,30,2,0.0
11860,519,1.0,6.21,101.0,2.9,20,1.0,20,2,1.0
11861,1274,0.0,6.92,85.0,2.29,10,2.0,20,4,0.0
11862,339,0.0,5.9,115.0,3.2,20,2.0,20,1,0.0
11863,404,1.0,6.97,116.0,3.82,50,2.0,20,5,0.0
11864,1722,0.0,5.76,101.0,4.79,50,1.0,20,4,0.0
11865,315,0.0,5.43,109.0,3.84,50,3.0,20,1,0.0
11866,1976,3.0,4.87,114.0,1.64,20,1.0,20,4,0.0
11867,3485,0.0,4.65,94.0,3.3,20,2.0,10,6,0.0
11868,524,2.0,5.81,89.0,2.61,40,2.0,20,2,1.0
11869,335,0.0,6.53,130.0,3.18,20,2.0,20,2,0.0
11870,3579,0.0,6.87,109.0,4.15,40,1.0,20,6,1.0
11871,2191,0.0,6.42,92.0,4.17,25,1.5,15,1,1.0
11872,2185,0.0,7.4,157.0,4.71,50,1.0,20,4,0.0
11873,1901,2.0,6.49,112.0,2.89,50,2.0,20,4,0.0
11874,220,0.0,6.59,82.0,4.18,50,2.0,20,2,0.0
11875,1309,1.0,6.2,134.0,3.8,25,1.5,15,1,1.0
11876,641,1.0,5.36,86.0,2.93,40,2.0,20,2,0.5
11877,973,1.0,5.46,109.0,2.96,20,1.0,10,5,0.0
11878,2764,1.0,7.39,110.0,3.51,40,1.0,15,6,0.0
11879,1153,3.0,6.79,123.0,2.56,50,2.0,20,4,0.0
11880,3849,2.0,6.82,169.0,3.44,50,1.0,20,6,1.0
11881,257,1.0,4.58,103.0,3.54,25,1.5,15,1,1.0
11882,2331,0.0,5.44,821.0,2.93,20,2.0,20,6,0.0
11883,679,0.0,5.83,120.0,4.14,50,2.0,20,2,0.0
11884,362,0.0,5.97,113.0,4.08,40,1.0,30,2,0.0
11885,1766,0.0,7.43,128.0,4.43,50,2.0,20,4,1.0
11886,129,1.0,7.12,116.0,3.51,50,2.0,20,2,1.0
11887,411,0.0,7.5,129.0,3.49,20,1.0,20,1,1.0
11888,638,0.0,4.67,109.0,4.16,40,1.0,20,2,0.0
11889,1418,1.0,5.82,120.0,1.94,20,3.0,20,4,0.0
11890,1565,1.0,6.42,161.0,4.08,50,1.0,20,4,0.0
11891,489,3.0,6.05,155.0,2.21,40,1.0,20,2,1.0
11892,690,1.0,6.74,160.0,3.77,50,2.0,20,5,0.0
11893,593,1.0,8.0,137.0,1.84,10,2.0,30,2,0.0
11894,605,0.0,7.33,95.0,3.85,40,2.0,20,5,0.0
11895,233,1.0,6.47,156.0,3.71,50,2.0,30,2,0.0
11896,133,0.0,5.62,108.0,4.16,40,1.0,15,2,0.0
11897,1818,0.0,4.66,83.0,3.88,40,2.0,20,4,0.0
11898,16416,0.0,8.74,160.0,3.38,40,2.0,30,4,1.0
11899,218,1.0,4.22,99.0,3.86,50,2.0,20,2,0.0
11900,245,0.0,4.88,105.0,4.16,40,1.0,20,1,0.0
11901,552,0.0,7.05,153.0,4.4,50,2.0,20,2,0.0
11902,2187,0.0,4.88,86.0,4.19,40,1.0,20,4,0.0
11903,1755,1.0,6.04,118.0,3.83,50,2.0,20,4,0.0
11904,1855,0.0,7.67,135.0,3.17,40,3.0,20,4,0.0
11905,1965,0.0,7.53,99.0,2.59,10,2.0,20,4,0.0
11906,889,0.0,6.42,122.0,2.88,10,1.0,20,2,0.0
11907,1901,3.0,7.29,83.0,2.92,50,1.0,20,4,0.0
11908,291,0.0,7.23,124.0,4.75,50,1.0,20,1,0.0
11909,155,1.0,6.88,110.0,3.2,50,3.0,20,2,0.0
11910,997,2.0,7.56,143.0,2.53,40,2.0,20,2,0.0
11911,2282,3.0,5.82,118.0,1.94,40,2.0,20,4,0.0
11912,1488,0.0,7.7,81.0,3.86,50,3.0,20,4,0.0
11913,868,0.0,7.11,133.0,4.43,50,2.0,20,2,0.0
11914,1873,3.0,6.0,153.0,1.9,50,3.0,20,4,0.0
11915,13774,0.0,5.47,112.0,4.78,50,1.0,20,2,0.0
11916,200,0.0,5.1,104.0,4.79,25,1.5,15,1,1.0
11917,841,1.0,5.24,96.0,2.92,20,1.0,20,5,0.0
11918,608,1.0,6.47,121.0,4.13,50,1.0,20,2,0.0
11919,775,0.0,7.64,95.0,4.16,50,2.0,20,2,0.0
11920,3337,1.0,4.64,98.0,4.17,50,1.0,20,6,0.0
11921,454,0.0,6.27,145.0,2.85,10,1.0,20,5,0.0
11922,1883,0.0,6.41,94.0,4.8,50,1.0,20,4,0.0
11923,1243,0.0,8.12,182.0,3.04,20,2.0,30,4,0.0
11924,1290,0.0,4.73,113.0,4.15,40,1.0,20,5,0.0
11925,2209,1.0,7.41,96.0,3.53,40,1.0,20,4,1.0
11926,702,0.0,5.13,108.0,4.79,25,1.5,15,1,1.0
11927,1182,1.0,5.57,106.0,2.59,20,2.0,20,5,0.5
11928,693,1.0,4.87,103.0,2.91,40,2.0,20,2,0.0
11929,2284,0.0,7.41,164.0,4.7,50,1.0,20,4,1.0
11930,472,0.0,6.05,110.0,4.78,50,1.0,20,3,0.0
11931,1382,0.0,5.15,107.0,4.16,50,2.0,20,4,0.0
11932,1124,0.0,7.61,105.0,4.77,50,1.0,20,5,1.0
11933,167,0.0,7.33,155.0,4.71,50,1.0,20,2,1.0
11934,1130,2.0,6.11,80.0,3.56,50,1.0,20,5,0.0
11935,1963,0.0,7.7,93.0,4.54,50,2.0,10,4,0.0
11936,834,0.0,5.78,100.0,4.16,50,2.0,20,2,0.0
11937,2107,1.0,6.65,144.0,4.1,50,1.0,20,4,0.0
11938,479,0.0,5.98,98.0,3.85,40,2.0,20,1,0.0
11939,902,0.0,7.17,151.0,4.72,50,1.0,20,2,1.0
11940,2144,0.0,5.5,92.0,4.18,40,1.0,20,4,0.0
11941,2303,2.0,6.22,152.0,2.84,50,2.0,20,6,0.0
11942,366,1.0,0.9,64.0,2.42,10,1.0,10,2,0.0
11943,445,2.0,3.65,20.0,2.77,40,2.0,10,1,0.0
11944,258,1.0,8.99,158.0,1.81,10,2.0,30,1,1.0
11945,145,0.0,5.81,115.0,4.46,50,2.0,20,2,0.0
11946,666,0.0,5.92,81.0,2.93,20,2.0,20,2,0.0
11947,2387,2.0,6.56,107.0,2.27,25,1.5,15,1,1.0
11948,1187,0.0,5.94,111.0,3.52,25,1.5,15,1,1.0
11949,1714,0.0,6.19,128.0,3.18,40,3.0,20,4,0.0
11950,385,1.0,6.75,128.0,4.12,50,1.0,20,2,1.0
11951,1468,0.0,6.45,106.0,4.15,50,2.0,20,4,0.0
11952,3944,0.0,6.96,166.0,4.07,40,1.0,20,6,0.0
11953,789,2.0,4.56,95.0,2.92,40,1.0,20,5,1.0
11954,1103,2.0,7.67,152.0,3.46,25,1.5,15,1,1.0
11955,1075,1.0,5.05,114.0,3.21,40,2.0,20,5,0.0
11956,2251,0.0,5.26,120.0,4.14,40,1.0,20,4,0.0
11957,152,0.0,4.85,113.0,2.58,20,3.0,20,2,1.0
11958,1653,0.0,7.79,148.0,4.72,50,1.0,20,4,0.0
11959,164,1.0,5.93,84.0,2.93,20,1.0,20,2,0.5
11960,1120,0.0,4.33,112.0,2.9,25,2.0,20,5,0.0
11961,4186,0.0,4.5,699.0,4.16,25,1.5,15,1,1.0
11962,286,0.0,7.57,86.0,4.8,25,1.5,15,1,1.0
11963,444,0.0,6.71,124.0,4.13,40,1.0,20,2,0.0
11964,1920,0.0,7.75,138.0,4.1,25,1.5,15,1,1.0
11965,1824,0.0,8.85,180.0,3.35,20,1.0,30,4,0.0
11966,368,0.0,3.46,62.0,2.41,10,2.0,10,1,0.0
11967,1209,1.0,4.51,102.0,2.6,40,3.0,20,5,0.0
11968,3043,1.0,6.91,158.0,3.46,50,2.0,20,6,0.0
11969,729,1.0,6.57,147.0,3.47,40,1.0,20,5,1.0
11970,662,1.0,3.24,100.0,4.24,50,1.0,10,2,0.0
11971,1726,2.0,8.05,162.0,2.44,50,3.0,30,4,0.5
11972,2166,0.0,6.73,87.0,3.55,20,1.0,20,4,0.0
11973,2056,0.0,6.14,92.0,4.49,50,2.0,20,4,1.0
11974,679,1.0,5.15,99.0,4.17,25,1.5,15,1,1.0
11975,561,0.0,4.63,97.0,2.29,25,1.5,15,1,1.0
11976,2079,0.0,6.73,118.0,4.76,50,1.0,20,6,1.0
11977,1909,0.0,6.25,131.0,4.12,40,1.0,20,4,0.0
11978,2061,0.0,5.72,98.0,3.85,40,2.0,20,4,0.0
11979,1240,0.0,5.37,97.0,4.8,50,1.0,20,4,1.0
11980,12705,3.0,5.9,94.0,2.29,40,1.0,20,6,0.0
11981,414,0.0,4.75,115.0,3.21,20,2.0,15,5,0.0
11982,482,2.0,6.54,106.0,3.52,50,1.0,20,5,0.0
11983,1732,0.0,4.71,102.0,3.23,20,2.0,15,4,0.0
11984,918,1.0,5.82,109.0,4.15,50,1.0,20,2,0.0
11985,128,0.0,7.12,134.0,4.74,50,1.0,20,2,0.0
11986,1724,1.0,6.55,130.0,3.18,40,2.0,20,4,0.0
11987,1830,0.0,6.33,127.0,4.75,50,1.0,20,4,0.0
11988,201,1.0,6.78,142.0,4.11,50,1.0,20,1,0.0
11989,1693,0.0,7.55,97.0,3.53,25,1.5,15,1,1.0
11990,1456,3.0,7.7,84.0,2.6,50,2.0,20,4,1.0
11991,530,1.0,7.31,114.0,3.51,40,1.0,20,2,0.0
11992,1954,1.0,3.94,32.0,4.32,50,1.0,10,4,0.0
11993,181,0.0,7.41,98.0,2.9,10,1.0,20,2,1.0
11994,1339,2.0,7.28,104.0,2.89,50,2.0,20,4,0.0
11995,2908,1.0,7.83,108.0,4.14,50,1.0,20,6,0.0
11996,986,0.0,4.66,80.0,4.51,50,2.0,20,2,0.0
11997,1781,2.0,7.62,144.0,3.47,50,1.0,20,4,0.5
11998,663,0.0,8.1,158.0,4.33,50,2.0,30,5,1.0
11999,261,0.0,5.64,111.0,3.84,25,1.5,15,1,1.0
12000,3794,1.0,6.22,121.0,4.13,50,1.0,20,6,1.0
12001,1224,1.0,6.8,96.0,3.22,40,2.0,20,4,1.0
12002,316,0.0,5.23,107.0,4.16,40,1.0,15,1,0.0
12003,165,0.0,7.0,82.0,2.3,10,2.0,20,2,1.0
12004,2673,2.0,6.25,114.0,2.26,20,1.0,20,6,0.0
12005,806,0.0,4.39,109.0,3.91,40,2.0,10,2,0.0
12006,739,0.0,4.71,95.0,4.18,40,1.0,20,2,0.0
12007,462,0.0,8.47,162.0,3.07,20,2.0,30,2,0.0
12008,1187,0.0,6.85,127.0,4.12,50,2.0,20,4,0.0
12009,444,0.0,5.5,102.0,3.85,50,3.0,20,2,0.0
12010,925,0.0,6.4,111.0,4.46,25,1.5,15,1,1.0
12011,1451,0.0,5.62,80.0,3.56,20,1.0,20,4,0.0
12012,2120,1.0,5.72,103.0,3.22,40,2.0,20,4,0.0
12013,1793,0.0,6.7,92.0,4.17,40,1.0,20,4,0.0
12014,165,0.0,6.29,82.0,4.18,50,2.0,20,2,0.0
12015,2228,0.0,4.7,81.0,4.82,50,1.0,20,4,0.5
12016,123,1.0,4.87,117.0,2.89,20,1.0,20,2,0.0
12017,1923,0.0,5.51,81.0,3.25,20,2.0,20,4,0.0
12018,1691,0.0,7.69,107.0,4.77,50,1.0,20,4,0.0
12019,1533,0.0,3.65,62.0,3.97,40,2.0,10,4,1.0
12020,1315,0.0,4.68,96.0,4.8,50,1.0,20,4,0.0
12021,645,1.0,6.57,88.0,3.55,50,2.0,15,2,0.0
12022,999,0.0,5.57,105.0,3.85,40,2.0,20,2,0.0
12023,201,0.0,7.35,99.0,3.84,40,2.0,20,2,0.0
12024,974,0.0,5.2,93.0,3.86,40,2.0,20,2,1.0
12025,969,1.0,5.61,94.0,3.86,50,2.0,20,2,1.0
12026,2055,1.0,6.11,166.0,3.45,50,2.0,20,4,0.0
12027,556,0.0,4.39,92.0,3.56,20,1.0,20,2,0.0
12028,1307,0.0,7.28,144.0,3.47,40,2.0,20,4,0.0
12029,1426,0.0,6.83,118.0,4.76,50,1.0,20,4,0.0
12030,2852,0.0,3.89,1.0,4.99,50,1.0,10,6,0.0
12031,2219,0.0,7.61,116.0,3.19,20,2.0,20,4,1.0
12032,859,0.0,8.24,120.0,3.56,20,1.0,10,2,0.0
12033,949,0.0,5.59,98.0,4.17,40,1.0,20,2,1.0
12034,778,1.0,7.28,104.0,4.15,50,1.0,20,5,0.0
12035,985,2.0,6.12,95.0,1.66,10,1.0,20,2,0.0
12036,1110,0.0,6.62,814.0,4.18,50,2.0,20,4,1.0
12037,4094,1.0,6.37,152.0,3.47,50,2.0,20,6,1.0
12038,134,0.0,6.76,98.0,4.79,25,1.5,15,1,1.0
12039,585,0.0,5.34,98.0,4.48,25,1.5,15,1,1.0
12040,207,0.0,4.49,117.0,3.84,40,2.0,20,2,1.0
12041,1817,0.0,3.7,74.0,4.9,25,1.0,10,4,0.0
12042,471,1.0,6.71,130.0,3.49,50,2.0,20,1,0.0
12043,596,0.0,5.21,88.0,4.5,50,2.0,20,2,0.0
12044,837,0.0,5.55,109.0,3.53,20,1.0,20,5,1.0
12045,1830,1.0,6.69,169.0,1.56,10,2.0,20,4,1.0
12046,1242,1.0,4.72,114.0,3.21,40,2.0,20,5,0.0
12047,677,0.0,6.44,119.0,4.2,25,1.5,15,1,1.0
12048,1523,0.0,5.61,83.0,3.56,20,1.0,20,4,0.0
12049,330,1.0,5.62,112.0,2.89,20,1.0,20,2,0.0
12050,211,2.0,6.9,169.0,3.13,50,2.0,20,1,0.0
12051,112,0.0,6.87,127.0,3.5,20,1.0,20,2,0.0
12052,1824,0.0,8.14,149.0,2.77,20,2.0,30,4,0.0
12053,468,0.0,8.13,163.0,4.63,25,1.5,15,1,1.0
12054,616,1.0,7.54,147.0,4.09,50,1.0,20,2,1.0
12055,1194,0.0,6.75,122.0,4.76,50,1.0,20,4,1.0
12056,504,1.0,6.26,116.0,3.51,50,2.0,15,2,1.0
12057,632,0.0,7.45,106.0,3.52,40,2.0,20,2,1.0
12058,451,0.0,7.86,112.0,3.51,20,1.0,20,2,0.5
12059,504,0.0,6.79,148.0,4.41,50,2.0,20,2,1.0
12060,546,0.0,5.95,115.0,4.14,50,1.0,20,2,0.0
12061,445,0.0,7.72,169.0,3.44,20,1.0,20,2,1.0
12062,458,2.0,7.9,120.0,2.87,25,1.5,15,1,1.0
12063,127,0.0,5.07,93.0,3.55,20,1.0,20,2,1.0
12064,1987,1.0,5.37,113.0,2.9,40,2.0,20,4,0.5
12065,2089,0.0,3.9,50.0,3.67,20,1.0,10,4,0.0
12066,3884,0.0,6.09,164.0,4.71,50,1.0,20,6,0.0
12067,3016,0.0,7.51,167.0,4.07,50,2.0,20,6,1.0
12068,4228,3.0,5.47,117.0,1.63,25,1.5,15,1,1.0
12069,290,0.0,8.4,128.0,4.68,50,1.0,30,1,0.0
12070,882,0.0,7.76,163.0,4.7,25,1.5,15,1,1.0
12071,543,3.0,3.99,51.0,2.42,40,1.0,10,2,1.0
12072,350,0.0,2.15,74.0,4.91,50,1.0,10,2,0.0
12073,5774,0.0,5.56,85.0,4.81,50,1.0,20,1,0.0
12074,268,1.0,6.2,133.0,2.24,10,1.0,20,2,0.0
12075,1894,1.0,7.68,80.0,3.24,40,2.0,15,4,0.0
12076,1547,0.0,8.76,175.0,4.62,50,1.0,30,4,0.0
12077,2130,0.0,6.61,90.0,2.6,10,2.0,20,4,0.0
12078,309,1.0,7.42,151.0,4.09,50,1.0,20,1,0.0
12079,753,0.0,7.45,961.0,3.45,20,1.0,20,2,1.0
12080,2114,0.0,7.49,80.0,4.81,50,1.0,20,6,1.0
12081,1717,0.0,5.36,110.0,4.15,40,1.0,20,4,0.0
12082,933,0.0,7.83,120.0,3.5,50,2.0,20,5,0.0
12083,1601,0.0,7.8,1043.0,4.74,50,1.0,20,4,0.5
12084,1243,0.0,6.92,124.0,4.75,25,1.5,15,1,1.0
12085,868,0.0,2.69,52.0,4.93,50,1.0,10,2,0.0
12086,863,0.0,7.22,129.0,4.43,50,2.0,20,2,0.0
12087,963,0.0,7.24,91.0,4.48,25,1.5,15,1,1.0
12088,899,1.0,6.54,102.0,3.53,50,2.0,20,2,0.0
12089,464,1.0,5.98,93.0,3.54,25,1.5,15,1,1.0
12090,1532,0.0,6.3,97.0,4.54,25,1.5,15,1,1.0
